Title,Conference,Type,Application,MLTech,OpenReviewLink
Can Transformers Smell Like Humans?,NeurIPS_2024,Poster,Biology,transformer,https://openreview.net/forum?id=3f8i9GlBzu
Conditional Synthesis of 3D Molecules with Time Correction Sampler,NeurIPS_2024,Poster,Chemistry,diffusion_model,https://openreview.net/forum?id=gipFTlvfF1
Construction and Application of Materials Knowledge Graph in Multidisciplinary Materials Science via Large Language Model,NeurIPS_2024,Poster,Materials,knowledge_graph,https://openreview.net/forum?id=GB5a0RRYuv
Consistency Models for Scalable and Fast Simulation-Based Inference,NeurIPS_2024,Poster,Multidisciplinary,diffusion_model,https://openreview.net/forum?id=IHjKpKljyH
Constrained Synthesis with Projected Diffusion Models,NeurIPS_2024,Poster,Multidisciplinary,diffusion_model,https://openreview.net/forum?id=FsdB3I9Y24
Contrastive losses as generalized models of global epistasis,NeurIPS_2024,Poster,Biology,contrastive_learning,https://openreview.net/forum?id=hLoiXOzoly
Contrastive-Equivariant Self-Supervised Learning Improves Alignment with Primate Visual Area IT,NeurIPS_2024,Poster,Neuroscience,self_supervised_learning,https://openreview.net/forum?id=AiMs8GPP5q
Crafting Interpretable Embeddings for Language Neuroscience by Asking LLMs Questions,NeurIPS_2024,Poster,Neuroscience,large_language_model,https://openreview.net/forum?id=mxMvWwyBWe
Cross-Care: Assessing the Healthcare Implications of Pre-training Data on Language Model Bias,NeurIPS_2024,Poster,Medical_healthcare,large_language_model,https://openreview.net/forum?id=AxToUp4FMU#discussion
CryoBench: Diverse and challenging datasets for the heterogeneity problem in cryo-EM,NeurIPS_2024,Poster,Biology,,https://openreview.net/forum?id=kP92Fyc6ry
CryoGEM: Physics-Informed Generative Cryo-Electron Microscopy,NeurIPS_2024,Poster,Biology,diffusion_model,https://openreview.net/forum?id=edOZifvwMi
CryoSPIN: Improving Ab-Initio Cryo-EM Reconstruction with Semi-Amortized Pose Inference,NeurIPS_2024,Poster,Biology,generative_model,https://openreview.net/forum?id=1MCseWaFZb
DiffPhyCon: A Generative Approach to Control Complex Physical Systems,NeurIPS_2024,Poster,Physics,diffusion_model,https://openreview.net/forum?id=MbZuh8L0Xg
DiffusionPDE: Generative PDE-Solving under Partial Observation,NeurIPS_2024,Poster,Physics,diffusion_model,https://openreview.net/forum?id=z0I2SbjN0R
Diffusion Twigs with Loop Guidance for Conditional Graph Generation,NeurIPS_2024,Poster,Chemistry,diffusion_model,https://openreview.net/forum?id=fvOCJAAYLx
Differentiable Modal Synthesis for Physical Modeling of Planar String Sound and Motion Simulation,NeurIPS_2024,Poster,Physics,neural_network,https://openreview.net/forum?id=fpxRpPbF1t
DiffusionBlend: Learning 3D Image Prior through Position-aware Diffusion Score Blending for 3D Computed Tomography Reconstruction,NeurIPS_2024,Poster,Medical_healthcare,diffusion_model,https://openreview.net/forum?id=h3Kv6sdTWO
Doob's Lagrangian: A Sample-Efficient Variational Approach to Transition Path Sampling,NeurIPS_2024,Poster,Chemistry,generation_model,https://openreview.net/forum?id=ShJWT0n7kX
DiffPO: A causal diffusion model for learning distributions of potential outcomes,NeurIPS_2024,Poster,Medical_healthcare,diffusion_model,https://openreview.net/forum?id=merJ77Jipt
Equivariant Blurring Diffusion for Hierarchical Molecular Conformer Generation,NeurIPS_2024,Poster,Chemistry,diffusion_model,https://openreview.net/forum?id=Aj0Zf28l6o
Equivariant Neural Diffusion for Molecule Generation,NeurIPS_2024,Poster,Chemistry,diffusion_model,https://openreview.net/forum?id=40pE5pFhWl
Equivariant spatio-hemispherical networks for diffusion MRI deconvolution,NeurIPS_2024,Poster,Neuroscience,neural_network,https://openreview.net/forum?id=MxWpCherzD
ET-Flow: Equivariant Flow-Matching for Molecular Conformer Generation,NeurIPS_2024,Poster,Chemistry,diffusion_model,https://openreview.net/forum?id=avsZ9OlR60
Indoor Air Quality Dataset with Activities of Daily Living in Low to Middle-income Communities,NeurIPS_2024,Poster,Earth_climate,time_series,https://openreview.net/forum?id=hceKrY4dfC
Inexact Augmented Lagrangian Methods for Conic Optimization: Quadratic Growth and Linear Convergence,NeurIPS_2024,Poster,Math,optimization_algorithm,https://openreview.net/forum?id=Sj8G020ADl
Inference of Neural Dynamics Using Switching Recurrent Neural Networks,NeurIPS_2024,Poster,Neuroscience,recurrent_neural_network,https://openreview.net/forum?id=zb8jLAh2VN
Inference on the Change Point under a High Dimensional Covariance Shift,NeurIPS_2024,Poster,Math,statistical_method,
Infusing Self-Consistency into Density Functional Theory Hamiltonian Prediction via Deep Equilibrium Models,NeurIPS_2024,Poster,Materials,deep_equilibrium_model,https://openreview.net/forum?id=PSVkinBs4u
Infusing Synthetic Data with Real-World Patterns for Zero-Shot Material State Segmentation,NeurIPS_2024,Poster,Materials,computer_vision_model,https://openreview.net/forum?id=AdpSHMOujG
INQUIRE: A Natural World Text-to-Image Retrieval Benchmark,NeurIPS_2024,Poster,Biology,multimodal_model,https://openreview.net/forum?id=jbrMS0DNaD
Inferring stochastic low-rank recurrent neural networks from neural data,NeurIPS_2024,Poster,Neuroscience,recurrent_neural_network,https://openreview.net/forum?id=C0EhyoPpTN
Metric Flow Matching for Smooth Interpolations on the Data Manifold,NeurIPS_2024,Poster,Biology,flow_matching,https://openreview.net/forum?id=fE3RqiF4Nx
Metrizing Weak Convergence with Maximum Mean Discrepancies,NeurIPS_2024,Poster,Math,kernel_method,
Micro-Bench: A Microscopy Benchmark for Vision-Language Understanding,NeurIPS_2024,Poster,Biology,dataset,https://openreview.net/forum?id=eRleg6vy0Y
MiSO: Optimizing brain stimulation to create neural activity states,NeurIPS_2024,Poster,Neuroscience,neural_network,https://openreview.net/forum?id=Gb0mXhn5h3
MMSite: A Multi-modal Framework for the Identification of Active Sites in Proteins,NeurIPS_2024,Poster,Biology,multimodal_deep_learning,https://openreview.net/forum?id=XHdwlbNSVb
Model Based Inference of Synaptic Plasticity Rules,NeurIPS_2024,Poster,Neuroscience,neural_network,https://openreview.net/forum?id=rI80PHlnFm
Model Decides How to Tokenize: Adaptive DNA Sequence Tokenization with MxDNA,NeurIPS_2024,Poster,Biology,mixture_of_experts,https://openreview.net/forum?id=AQ1umQL7dZ
